Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
1049,Colton Schmidt\SchmCo00,BUF,26,P,16,0,,,,,,0,1,1,0,0,,,,
1050,Ryan Schraeder\SchrRy00,ATL,28,RT,16,16,,,,,,0,0,1,0,0,,,,
1051,Brian Schwenke\SchwBr00,TEN,25,lg,16,3,,,,,,0,0,1,0,0,,,,
1052,Russell Shepard\ShepRu00,TAM,26,wr,14,4,,,,,,0,0,1,0,0,,,,
1053,Marcus Sherels\SherMa20,MIN,29,,11,0,0,0,0,0,1,0,1,1,0,0,,,,
1054,Anthony Sherman\SherAn00,KAN,28,fb,16,3,,,,,,2,0,0,0,0,,,,
1055,Josh Sitton*\SittJo20,CHI,30,LG,13,12,,,,,,0,0,1,0,0,,,,
1056,Shayne Skov\SkovSh00,SFO,26,,9,0,,,,,,,,,,,,0,2,
1057,Alex Smith*\SmitAl03,KAN,32,QB,15,15,,,,,,0,7,2,-22,0,,,,
1058,Antone Smith\SmitAn01,TAM,31,,3,0,,,,,,0,2,1,0,0,,,,
1059,Steve Smith\SmitSt01,BAL,37,WR,14,14,,,,,,1,0,0,0,0,,,,
1060,Jason Spriggs\SpriJa00,GNB,22,rg,16,2,,,,,,0,0,1,0,0,,,,
1061,Matthew Stafford\StafMa00,DET,28,QB,16,16,,,,,,0,3,1,0,0,,,,
1062,James Starks\StarJa00,GNB,30,rb,9,4,,,,,,0,1,1,0,0,,,,
1063,Jonathan Stewart\StewJo00,CAR,29,RB,13,13,,,,,,0,3,1,0,0,,,,
1064,Ryan Tannehill\TannRy00,MIA,28,QB,13,13,,,,,,0,9,3,-27,0,,,,
1065,Golden Tate\TateGo00,DET,28,WR,16,16,,,,,,0,2,1,0,0,,,,
1066,Jordan Taylor\TaylJo01,DEN,24,,16,0,,,,,,0,1,1,0,0,,,,
1067,Tyrod Taylor\TaylTy00,BUF,27,QB,15,15,,,,,,0,4,3,-6,0,,,,
1068,Adam Thielen\ThieAd00,MIN,26,WR,16,10,,,,,,0,2,2,0,0,,,,
1069,Julius Thomas\ThomJu00,JAX,28,te,9,6,,,,,,1,0,0,0,0,,,,
1070,Michael Thomas\ThomMi05,NOR,23,WR,15,12,,,,,,0,2,2,10,0,,,,
1071,Mike Thomas\ThomMi04,LAR,22,,15,0,,,,,,1,1,0,0,0,,,,
1072,Chris Thompson\ThomCh03,WAS,26,,16,0,,,,,,0,2,2,0,0,,,,
1073,Joe Thuney\ThunJo00,NWE,24,LG,16,16,,,,,,0,0,1,0,0,,,,
1074,Mike Tolbert*\TolbMi00,CAR,31,fb,16,2,,,,,,1,0,0,0,0,,,,
1075,Scott Tolzien\TolzSc00,IND,29,qb,3,1,,,,,,0,1,1,0,0,,,,
1076,J.C. Tretter\TretJC00,GNB,25,c,7,7,,,,,,0,0,1,0,0,,,,
1077,Halapoulivaati Vaitai\VaitHa00,PHI,23,rt,7,6,,,,,,0,0,1,0,0,,,,
1078,Ricky Wagner\WagnRi00,BAL,27,RT,15,14,,,,,,0,0,1,0,0,,,,
1079,Delanie Walker*\WalkHu00,TEN,32,TE,15,10,,,,,,0,1,1,0,0,,,,
1080,Spencer Ware\WareSp00,KAN,25,RB,14,14,,,,,,0,4,2,0,0,,,,
1081,Greg Warren\WarrGr20,PIT,35,,16,0,,,,,,0,0,1,0,0,,,,
1082,DeAndre Washington\WashDe00,OAK,23,rb,14,2,,,,,,0,1,1,0,0,,,,
1083,Earl Watford\WatfEa00,ARI,26,RG/rt,15,11,,,,,,0,0,3,0,0,,,,
1084,Menelik Watson\WatsMe00,OAK,28,rt/t,10,5,,,,,,0,0,1,0,0,,,,
1085,Carson Wentz\WentCa00,PHI,24,QB,16,16,,,,,,0,14,7,-29,0,,,,
1086,Leonard Wester\WestLe00,TAM,23,,3,0,,,,,,0,0,1,0,0,,,,
1087,John Wetzel\WetzJo00,ARI,25,lg/lt/rg,16,8,,,,,,0,0,1,0,0,,,,
1088,James White\WhitJa02,NWE,24,rb,16,4,,,,,,0,0,1,0,0,,,,
1089,Lucky Whitehead\WhitLu00,DAL,24,wr,15,1,,,,,,0,3,2,0,0,,,,
1090,Brandon Wilds\WildBr01,NYJ,23,,4,0,,,,,,0,0,1,0,0,,,,
1091,Damien Williams\WillDa05,MIA,24,,15,0,,,,,,0,1,1,0,0,,,,
1092,Wendall Williams\WillWe00,HOU,26,,3,0,,,,,,0,0,1,-6,0,,,,
1093,Russell Wilson\WilsRu00,SEA,28,QB,16,16,,,,,,0,8,4,-7,0,,,,
1094,James Winchester\WincJa00,KAN,27,,16,0,,,,,,0,0,1,0,0,,,,
1095,Eric Winston\WinsEr20,CIN,33,t,16,2,,,,,,0,0,1,0,0,,,,
1096,Jameis Winston\WinsJa00,TAM,22,QB,16,16,,,,,,0,10,3,-21,0,,,,
1097,Scooby Wright\WrigSc00,ARI,22,,3,0,,,,,,,,,,,,0,1,
1098,Marshal Yanda*\YandMa20,BAL,32,lg/rg,13,13,,,,,,0,0,1,0,0,,,,
1099,Jeremy Zuttah*\ZuttJe20,BAL,30,C,16,16,,,,,,0,0,1,0,0,,,,
